Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
15954,3,0,3,0,1,"RT @IamMrEchols: Lmao &#8220;@GuruJeremy: A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&#8230;"
10267,3,0,3,0,1,"I ain't trying to fuck, bitch. I just want wings."
3507,3,0,3,0,1,@Huntermoore @DangItsTiff bitch looks like spongebob
22356,3,0,1,2,2,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!
12204,3,0,3,0,1,It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that
12320,3,0,3,0,1,"Its true though lol RT @jwill252: &#8220;@No85er_inMe: If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&#8221;lls"
17286,3,1,2,0,1,"RT @PimpinNPanderin: Cleary dark skinned niggas fuck better than light skinned niggas...
The proofs in the bitch face&#128528;&#128528; http://t.co/MVgT4l8&#8230;"
11432,3,1,2,0,1,I''d put a bullet in that bitch...
1138,3,0,0,3,2,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk
21603,3,0,3,0,1,Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;
15733,3,0,3,0,1,RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;
21681,3,0,2,1,1,Summer hoes turn into winter wifeys
19821,3,0,3,0,1,"RT @junnDem: If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe."
23569,3,0,3,0,1,Yall hoes got nothing better to do than to gossip and play telephone.
15892,3,0,3,0,1,"RT @HornyFacts: Fuck twerking, bitch can you cook?"
11847,3,0,3,0,1,If my bitch wear a bacon bra....im taking that ass to funky town
18352,3,0,3,0,1,RT @UrbanCraziness: Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &#128514; http://t.co/gjbUR29BKu
14220,3,0,3,0,1,Pop that pussy for a real nigga
12753,3,0,3,0,1,Like that bitch Ernest or somebody
2186,3,0,3,0,1,*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.
18838,3,0,3,0,1,"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch"
6835,3,0,0,3,2,@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.
1852,3,0,3,0,1,&#8220;@keanabermudez: @GinaSanabria_ he's a hoe lmfao&#8221; aren't they all smuts ? lmao
14763,3,0,3,0,1,RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal
4817,3,1,2,0,1,@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall
5666,3,0,3,0,1,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi"
2527,3,0,3,0,1,"@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like ""where the fuck rob go to the fuckin army?"""
8112,3,1,0,2,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""
21594,6,2,4,0,1,Starks being a faggot
1147,3,0,3,0,1,&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy
23883,3,1,2,0,1,You pussy if you lie for pussy &#128175;&#128175;
23781,3,0,3,0,1,You dumb bitch you think I work for free!
1748,3,0,3,0,1,&#8220;@cb_marie: @what_evaittakes &#128563;&#128553;&#128514;&#128514; now bitch you know.. Lmaooo&#8221;&#128514;&#128514;&#128514;
8811,3,0,3,0,1,Cute Japanese teen gets her tiight pussy fucked while sucking&#160;cock http://t.co/ayLKdSNKsc
9625,3,0,3,0,1,Gab and Bri both fell asleep on me. #hoes
8637,3,0,0,3,2,"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24"
18071,3,0,3,0,1,RT @TheGoogleFactz: Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &amp;&#8230;
21333,3,0,3,0,1,Slide in the pussy like a surfboard
10894,3,0,0,3,2,"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system."
10552,3,0,3,0,1,I drive by and them bitches waive but girl I can't stop
20380,3,0,3,0,1,RT @roryscovel: Surprising how big of a pussy Hulk is. #BRAvsCHI
2858,3,0,0,3,2,@CatholicMomVA @Neal_Dewing that would cripple our military :)
11811,3,0,3,0,1,"If a bitch bit my dick, I'd probably beat the shit out of her."
21766,3,0,3,0,1,Tell dem THOT bitches im NOT right !!
9207,3,0,0,3,2,Even Humming birds like the stuff http://t.co/W7OHSCbg3L
4314,3,0,3,0,1,"@Mr_Lewis_ @brookebrooklyn_ ohh yaa, he wants Brooke to be his pinkie toe so he can bang it on the coffee table. What a twat!! Lol"
23397,3,0,3,0,1,Why you let these hoes tear what we had apart you shud be beware beware
7545,3,3,0,0,0,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.
23399,3,0,3,0,1,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
19128,3,0,1,2,2,RT @camilleftansel: i've read the hunger games 12 times i am trash
24534,6,0,6,0,1,"if a bitch don't like me, somethin' wrong wit da bitch"
21886,3,0,2,1,1,That pussy crying for help
8137,3,0,3,0,1,"Bad bitches from Oakland, she could beeee a model"
18523,3,0,3,0,1,RT @YAABOIJIMMY: When you hear a hoe talk shit http://t.co/JvX0phe6po
15086,3,0,3,0,1,"RT @Cluelessnigga: Fat hoes always wanna beef with somebody, yall don't need to be around no type of beef"
2044,3,0,3,0,1,&amp;&amp; when Tha bitches start hating &#128553;&#128553;&#128129; that's wen a bitch lost me &#128588;&#128168;&#128591;&#128175;&#9996;&#65039;&#128581;&#128064;
15988,3,0,3,0,1,"RT @ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/LDOTnl5pNa"
12145,3,0,3,0,1,Iont got no type bad bitches is the only thing that I like
8973,3,0,3,0,1,Did you punk bitches take my salmon cream cheese?
18114,3,0,2,1,1,"RT @TheRealIceTre: bae: ""come over""

me: ""i'm tryna catch a pokemon""

bae: ""i'm horny tho""

me: ""bitch it's a fucking mewtwo"""
17755,3,0,3,0,1,RT @SoTrippyWhit: &#8220;@laaaeee: I swear to god Whitney is a Regina George. &#128128; http://t.co/bttoCzQK5S&#8221; wow im a bitch &#128123;
11909,3,0,3,0,1,If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.
24132,3,1,2,0,1,bitch probably molly'd the 1st nigga that said good mornin' back to her
11148,3,0,3,0,1,I say smash the panomera I buy a new one hoe
11947,3,0,2,1,1,If you jump someone you're a bitch
15970,3,0,1,2,2,"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;"
3490,6,0,6,0,1,@Hovaa_ that's very logical because bitches love using my face as a toilet
24917,3,0,3,0,1,she thru me dat pussy but I never caught it... u asking me why yo.. it got to much mileage
9025,3,0,3,0,1,Don't be a pussy.
24429,6,1,5,0,1,hoes need to stay in hoes place fr
12847,3,1,2,0,1,Lmaooooo RT @savvgrace: bitches be like &#8220;relationship goals&#8221;&#8230;. Dumb ass nigga http://t.co/5CuNHFd79O
5382,3,0,3,0,1,@YoungRecklesss_ the fuck das wat bitches wit uh fuckd up mouf do &#128514;&#128514;
21318,3,2,1,0,0,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ
9958,3,0,2,1,1,Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events
19865,3,0,3,0,1,"RT @khloewithoutheC: @TypicalMinions: when ur with ur friend and a bitch u both hate walks past http://t.co/LPLAYEfI7q"" @felferrara us as n&#8230;"
21273,3,1,2,0,1,Shut the fuck up you fucking cunt!
15110,3,0,3,0,1,RT @CommonBlackGirI: When a hoe says hi to bae http://t.co/95bBmGJiJF
21510,3,0,3,0,1,Somebody help her &#128514; &#8220;@__DiaryOfABoss: @Kicks_N_Benjis bitch nigga bye you just want something to say&#8221;
23108,9,0,7,2,1,What up twats? I mean twits... &#128522;
6174,3,0,3,0,1,@garrett_winker or one of them bitches just be talking shit but not bout shit
21789,3,0,3,0,1,Tf is a real twitter nigga/bitch y'all on this hoe tweekin
19476,3,0,3,0,1,"RT @gnuts_2: RT""@Ashspeaks_: To these hoes I'm everything"""
14318,3,2,1,0,0,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
2835,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate
1375,3,1,2,0,1,"&#8220;@JulianSantomaur: 5""0 with 30 hoes on my dick #sweg&#8221; you have learned from the best"
6083,3,0,0,3,2,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
10293,3,0,3,0,1,I am for equality in the law for all people white black red yellow and blue. Homo's Hetero's well I draw the line... http://t.co/UGZyRtkAbw
21925,3,1,2,0,1,That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE
15651,3,1,2,0,1,RT @FunnyPicsDepot: bitches in middle school be like http://t.co/8HdtphPH51
18143,3,0,3,0,1,RT @TheWoundGod: Son. Lmao. RT @ChefWaites: I&#8217;m gonna Cry every time RT @WackProducer: No bitches http://t.co/JEIHGDwLai
1679,3,0,3,0,1,"&#8220;@_Jiare: &#8220;@WB_Pooh_3x: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;"
3427,3,0,3,0,1,@HalieMaranda @Huntermoore bitch u perfect
10650,6,0,0,6,2,I got my eyes on this red bone
5618,3,0,3,0,1,@abbey_kuck I just whooped your ass why you turnin pussy
5979,3,2,1,0,0,@darthdanaa Yes you do retard.
14298,3,1,2,0,1,Putin making @BarackObama look like a bitch on foreign policy.
10158,3,0,3,0,1,Hope y'all kno wen u eat pussy u one inch away from death.
7606,3,0,2,1,1,@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left
13945,3,0,0,3,2,Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS
12360,3,1,2,0,1,Jet lag a bitch
12324,3,0,3,0,1,Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy http://t.co/N8v2johm
201,3,0,3,0,1,"""@NastyCopper: Money getting taller and bitches getting blurry"""
20081,3,0,3,0,1,RT @maya_hampton: i really do get excited to see my bad bitch association in lunch everyday they always make me laugh
12109,3,0,3,0,1,"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to&#8230; http://t.co/LVODRmiwIh"
24213,3,1,2,0,1,chubby hoes .....
3777,3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat
22930,3,0,3,0,1,Wait. What in the mudda cunt hypocrisy
2500,3,0,3,0,1,"@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh"
3811,3,1,2,0,1,@Juice__2 i know bout yo wack ass dreads nigger
22080,3,0,3,0,1,The solution is simple : buy a bitch
3340,3,1,2,0,1,"@GiftedHussle94 @DallyJackson @TreFreedawg ""babe it's the thought that counts""..""bitch you a thot"""
7870,3,0,3,0,1,All you bitches can keep getting jealous. I loveeee ittttt
14273,3,0,3,0,1,Punch that hoe cause she deserve it.
17158,3,0,3,0,1,RT @OfficialKingDre: Lightskin bitches crying they ain't got no valentine. Bitch maybe you should've read some of them 400 unreads msgs. Yo&#8230;
10527,3,0,3,0,1,I don't want no boof hoes or no burnt girls !
650,3,0,3,0,1,"""im gonna rip that bitch apart""
""rip what apart""
""lol"""
17984,3,0,3,0,1,"RT @TedOfficialPage: guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!"
18875,3,1,2,0,1,RT @_jeff_hank: @lgreiner3 @Versharky @RayceWarden @BigJohn_Studd fuck no id be gettin swole in there like everyday nigger
7930,3,0,3,0,1,An if u aint a hoe get up out my trap hoooouusssee!!!!
22115,3,0,3,0,1,"Them pretty nail bitches, them bail you outta jail bitches."
17444,3,0,3,0,1,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;"
10714,3,1,2,0,1,I hate a wishy washy bitch
4928,3,0,3,0,1,@Stonisnipezz people bitch because they lose an hour of sleep today but it evens out and we get more daylight
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot."""
13886,3,1,0,2,2,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!
9825,6,1,5,0,1,Gotta watch these hoes &#128064;
2335,3,0,3,0,1,@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;
10841,3,0,3,0,1,"I hope you wrapping it up! Give that pussy a break! All them niggas you fuckin, never been on a date &#128553;"
22136,3,0,3,0,1,Then ya'll idolize Kanye when he wifed up a hoe. Lol
985,3,0,3,0,1,&#128175; RT @DammitHamm_: Loyal pussy .
9007,3,0,3,0,1,"Do you expect me to be cute with you? Oh, hell no. I'm not a bitch, cuteness gets you planted in a relationship; a relationship you'll hate."
12419,3,0,3,0,1,Juss got this hoe. Free so why not? Lop :p http://t.co/TR8b5D7U
22882,3,0,3,0,1,"Used to have a girlfriend, now all I got is hoes.."
4527,3,0,3,0,1,"@PenguinGraham Yup, he did, like a straight bitch"
1316,3,1,2,0,1,"&#8220;@Greg_Jon3s: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up"
3306,3,0,3,0,1,@G27Status Them stop being a bitch and do it
4122,3,0,3,0,1,@M_Talleywacker yes. Touch my bitch? Get ya shit knocked
15431,3,0,0,3,2,RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc
8525,3,0,0,3,2,"Calling out teabaggers, conservatives on their BS: http://t.co/l8Qx8RMjrG via @YouTube"
16010,3,0,2,1,1,RT @ImaKittttyy: Made Homemade chili and cornbread for dinner. And watching Supernatural with my fave boys!! Happy Saturday bitches! http:/&#8230;
4420,3,1,2,0,1,@NotEvanLarkin FaceTime me nigger
23825,3,0,3,0,1,"You just worried bout the bitches, I got one girl and she my girl no one else can hit it"
11790,3,0,3,0,1,"If I ever saw Kendall Jones in person, Id kill her on sight. I hate that bitch more than anything in life."
8192,3,0,3,0,1,Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen
12507,3,0,3,0,1,Karma is a bitch so baby you will get yours
20739,3,0,0,3,2,RT @virleehol: @cbinflux Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&#8230;
12660,3,1,2,0,1,Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got. Blessed.
15926,3,0,3,0,1,RT @IExamineTitties: Too many bitches strictly rely on their looks. Can't bring nothing to the table but 100 likes and an iPhone &#128514;&#128514;
4206,3,0,3,0,1,"@MichelleHarnois 
Dis bitch gots spunk!"
22994,3,1,2,0,1,We don't play &#127936; bitch there's no take backs
3944,3,0,3,0,1,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes"
3832,3,0,3,0,1,@JusDahl not nappy head hoe though &#128514;&#128514;
24555,3,1,2,0,1,"if you can fuck my bitch, cause nigga i'm the shit I'll salute ya"
13887,3,0,3,0,1,Oh so now BC we didn't cover u bitches wanna talk shit??
21211,3,0,3,0,1,She the reason I'm quick to dip out on a bitch.
24204,3,0,3,0,1,"cause all my life I was told and taught I am not shit by you wack fucking giant sacks of lying dog shit, now you shut up bitch."
23796,3,0,3,0,1,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;
7642,3,0,3,0,1,A girlfriend would be cool but pussy is all they got nowadays *
13249,3,0,3,0,1,Music is the only bitch I put up with
25247,3,0,3,0,1,yall pussies i swur
17816,3,0,3,0,1,"RT @Steiny31: Peace, bitch. http://t.co/mEkV4wyJvq"
25148,3,0,3,0,1,waaaaay too many niggas comfortable wit dressing up like ugly bitches for IG likes an re-posts....
13802,3,0,0,3,2,Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France
13215,3,0,0,3,2,Monkey see monkey doo
14406,3,0,0,3,2,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;
18027,3,0,3,0,1,"RT @TheAlexP: Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back."
3734,3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad"
3448,3,0,3,0,1,@HeilSidious Ass Oreos and his name is Thad Castle.
20785,3,1,2,0,1,RT @woohdakidd_74: &#8220;@Shane_A1: I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;
16372,3,0,0,3,2,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali
5259,3,0,3,0,1,@WBeezy_ call out bitch
12799,3,0,1,2,2,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
3473,3,0,3,0,1,@HonchoPikasoe I'm tryna have this bitch in out soon
23175,3,0,3,0,1,"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
1487,3,0,3,0,1,"&#8220;@OhhNickHarmon: If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;"
10365,3,0,3,0,1,I can be a bitch and I'm fine with that&#128524;
19207,3,0,3,0,1,RT @consprcy_carrot: Blow shit up and get fatter. White trash love this holiday.
25158,3,0,0,3,2,we dem birds.
23068,3,1,2,0,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @joederosacomedy @TheCumiaShow
9820,3,0,0,3,2,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
6729,3,0,3,0,1,@lajazz7 bitch&#128545;
24252,3,1,2,0,1,dis Morgan hoe in da middle of erything....
25187,3,0,3,0,1,when the dude shoots his jiz in the bitches eye in silence of the lambs
18958,3,0,3,0,1,"RT @almostkanye: Nights like this I wish, ride low in the Chevy hit the switch. In the city burning killa with a bitch"
10985,3,0,3,0,1,I love bad bitches thats my fuckin problem forreal real shit i cant even help it
8753,3,0,1,2,2,Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx
4433,3,2,1,0,0,@NyJusDntGAF just like a nig to come home when ever they want
16455,3,0,3,0,1,RT @KvngMelly_: When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t
11325,3,0,3,0,1,I was a made nicca when I was a young nicca
9554,3,0,3,0,1,"Fuck what you think. I think them bitches produced the FUCK outta some shit. 

Telling you I STILL rock out to the vast majority of No Skits"
7649,3,0,0,3,2,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube"
12993,3,0,3,0,1,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;
22364,3,0,3,0,1,Thick bitch on here tried to front on me earlier...
15366,3,0,0,3,2,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;
9707,3,0,3,0,1,Give us our credit bitch.. We went out there &amp; took that W. http://t.co/m5V4XKG7BY
18786,3,2,1,0,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
22756,3,0,1,2,2,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included"
2299,3,3,0,0,0,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
2354,3,0,0,3,2,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
20880,3,1,2,0,1,RT @zLuketheDuke: @TonyJRodriguez just a bunch of rednecks hammered for three straight days
9994,3,0,3,0,1,He got hoes for sell! Shop with him! #lmfao #TrekGang http://t.co/iuCM6OEVy3
20974,3,1,2,0,1,Riding in that ooo bitch it's nasty
1111,3,0,0,3,2,&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;
3099,3,0,3,0,1,@Dietcarmel @JLewyville &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me
19720,3,1,2,0,1,RT @itscoleharmon_: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.
16498,3,0,3,0,1,RT @LaVintageTribe: Getting all these checks like Nike I'm icy and yo bitch like me- dice soho &#127922;
19242,3,0,3,0,1,RT @dahliafoxx: sick of bitches bitching about other bitches.
5468,3,0,3,0,1,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch"
317,3,2,1,0,0,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes"
20779,3,0,0,3,2,RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...
7059,3,0,3,0,1,@prime13_time @Vbomb20 hey I guess yall forgot im in this bitch too lol
21696,3,0,1,2,2,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!
4344,3,0,3,0,1,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard."
4423,3,1,2,0,1,@NotoriousBM95 @Buckm00se fucking stupid crackers
13321,3,0,3,0,1,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;"
15784,3,0,3,0,1,"RT @HG_Shit: On my mama yous a hoe! Omm yous a bitch! Omm if you get in a jam, I bet you snitch! Omm &#128514;"
18499,3,0,3,0,1,RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m
14012,3,1,2,0,1,Only hoes cheat
20284,3,1,2,0,1,RT @pipethefckdown_: People who focus on skin tones for dating someone are fucking retarded and brainwashed. &#128076;
13806,3,0,0,3,2,Now I'm gook boy shawty http://t.co/LAAaHsTYeB
8975,3,0,3,0,1,Didn't know Alberta had Brampton bitches #flourish
17533,3,0,3,0,1,"RT @RudeComedian: some bitches be like ""Im far from ugly"" naw hoe, you're closer than you think"
3368,3,1,2,0,1,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh
1719,3,0,3,0,1,"&#8220;@_nicolehayley_: @Thompson_Era ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221;

Yass! I'm glad you speak your mind to these 2faces hoes"
11416,3,3,0,0,0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags"
9740,3,1,2,0,1,Goligoski must bleed. He should also leave via ambulance. I guess Sill is the closest thing they have at a McGrath. Hit that bitch.
15894,3,1,2,0,1,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.
7091,3,0,1,2,2,@rbigwood when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!
11975,3,0,2,1,1,If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud
17180,3,0,1,2,2,RT @OhSoDestinee: &#8220;@iDocLyfe: That 'Ouija' movie look like trash&#8221; its really good.
21563,3,2,1,0,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
5508,3,0,0,3,2,@_SparkleLikeZen saves you a brownie*
15502,3,0,3,0,1,"RT @FLHippie: If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&#8230;"
5047,3,0,3,0,1,@ThatTallCashier lol youre retarded &#128514;
14294,3,0,3,0,1,Put ya hands up if you a Grade A bitch
21305,3,0,3,0,1,Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked
3191,3,3,0,0,0,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!
14157,3,0,3,0,1,Phone disconnected like a hoe :/ thank god for shmediums hot spot lol
1227,3,0,0,3,2,&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???
16650,3,1,2,0,1,RT @LouieVRee: This bitch feet been through 20 years of slavery http://t.co/mElJYA6qSP
16109,3,0,1,2,2,RT @Jakelewis44_: We don't luv deez hoes&#128527; http://t.co/oFjlxAO5SF
19328,3,0,0,3,2,"RT @donthypeme: &#8220;@VSamone: &#8220;@donthypeme: any favorites off yellow album ?&#8221;all of it&#8221;

#theperfectanswer &#127942;"
6213,3,2,1,0,0,@gonzalez_sassy ur not sassy white trash change ur username
21725,3,2,1,0,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
4247,3,2,1,0,0,@Mimistheone stop trolling me u creepy ass cracker!!!
9699,3,0,3,0,1,Girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back
20988,3,0,3,0,1,Ronny kamm is a pussy
6170,3,0,3,0,1,@garrett_winker bitch I wasn't following u in the first place get the fuck off my tl.
4884,3,2,1,0,0,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali"
2197,3,1,2,0,1,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.
23272,3,1,2,0,1,Which one of you hoes then downloaded that JailMail app....
4862,3,1,2,0,1,@SoftestMuffin @TorahBlaze @_tee13 billy goat hillbillies you sucking &amp; fucking. You disgraceful brazzen faced unabashed pig
19043,3,0,2,1,1,RT @bayleebork: @rahshauna keep your avi hoe
21167,3,1,2,0,1,She burned that bitch
14999,3,0,3,0,1,RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe
6090,3,0,0,3,2,@elise_palmer im assuming mickey bubbles
15947,3,1,2,0,1,RT @I_HATE_VA: Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea&#8230;
2771,3,0,3,0,1,@Buckm00se post the bid where you tell that nig to use the jab
8223,6,1,5,0,1,Benzino is a bitch point blank period
12959,3,0,3,0,1,Look at y'all bitches only Hmu when ya wifi on bitches
16099,3,0,3,0,1,RT @Jadelovescats: Cuddle with me and tell me I'm beautiful I'm a needy bitch
10794,3,2,1,0,0,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you"
7818,3,0,2,1,1,All of a sudden craving the hell out of @Oreo cookies.
6573,3,0,3,0,1,"@kenzystuart1 Hey, that guy has the same first name that I do! What a fag."
15171,3,0,3,0,1,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh
19448,6,0,6,0,1,"RT @funnyorfact: If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ..."
